run_id,date,turn,stock_code,submitted_orders,closing_price,volume,fill_count
simulation_20260610_173242,2025-02-11,1,005930,8,55700.0,20750,8
simulation_20260610_173242,2025-02-12,2,005930,4,55800.0,3895,4
simulation_20260610_173242,2025-02-13,3,005930,7,55800.0,7381,7
simulation_20260610_173242,2025-02-14,4,005930,7,56000.0,1940,4
simulation_20260610_173242,2025-02-17,5,005930,5,56000.0,1200,4
simulation_20260610_173242,2025-02-18,6,005930,8,56900.0,2607,5
simulation_20260610_173242,2025-02-19,7,005930,8,58700.0,1121,5
