run_id,date,turn,stock_code,user_id,direction,executed_price,executed_quantity,fee
simulation_20260610_173242,2025-02-11,1,005930,A006,buy,55600.0,200,1667.9999999999998
simulation_20260610_173242,2025-02-11,1,005930,A050,buy,55700.0,500,4177.5
simulation_20260610_173242,2025-02-11,1,005930,A052,buy,55600.0,8975,74851.5
simulation_20260610_173242,2025-02-11,1,005930,A056,buy,55700.0,8975,74986.125
simulation_20260610_173242,2025-02-11,1,005930,A065,buy,55700.0,500,4177.5
simulation_20260610_173242,2025-02-11,1,005930,A077,buy,55500.0,500,4162.5
simulation_20260610_173242,2025-02-11,1,005930,A088,buy,55700.0,100,835.4999999999999
simulation_20260610_173242,2025-02-11,1,005930,A097,buy,55000.0,1000,8250.0
simulation_20260610_173242,2025-02-12,2,005930,A007,buy,55800.0,895,7491.15
simulation_20260610_173242,2025-02-12,2,005930,A053,buy,55800.0,500,4185.0
simulation_20260610_173242,2025-02-12,2,005930,A056,buy,55700.0,2000,16710.0
simulation_20260610_173242,2025-02-12,2,005930,A097,buy,55900.0,500,4192.5
simulation_20260610_173242,2025-02-13,3,005930,A006,buy,55800.0,100,836.9999999999999
simulation_20260610_173242,2025-02-13,3,005930,A050,buy,55850.0,200,1675.4999999999998
simulation_20260610_173242,2025-02-13,3,005930,A052,buy,55850.0,2000,16755.0
simulation_20260610_173242,2025-02-13,3,005930,A056,buy,55800.0,3481,29135.969999999998
simulation_20260610_173242,2025-02-13,3,005930,A065,buy,55850.0,300,2513.25
simulation_20260610_173242,2025-02-13,3,005930,A077,buy,55850.0,300,2513.25
simulation_20260610_173242,2025-02-13,3,005930,A097,buy,55800.0,1000,8370.0
simulation_20260610_173242,2025-02-14,4,005930,A097,buy,56000.0,1000,8400.0
simulation_20260610_173242,2025-02-14,4,005930,A007,buy,56000.0,446,3746.3999999999996
simulation_20260610_173242,2025-02-14,4,005930,A065,buy,56000.0,494,4149.599999999999
simulation_20260610_173242,2025-02-14,4,005930,INSTITUTIONAL,sell,56000.0,1940,16295.999999999998
simulation_20260610_173242,2025-02-17,5,005930,A007,buy,56000.0,100,839.9999999999999
simulation_20260610_173242,2025-02-17,5,005930,A065,buy,56000.0,100,839.9999999999999
simulation_20260610_173242,2025-02-17,5,005930,A097,buy,56000.0,1000,8400.0
simulation_20260610_173242,2025-02-17,5,005930,INSTITUTIONAL,sell,56000.0,1200,10080.0
simulation_20260610_173242,2025-02-18,6,005930,A007,buy,56900.0,171,1459.485
simulation_20260610_173242,2025-02-18,6,005930,A050,buy,56900.0,535,4566.224999999999
simulation_20260610_173242,2025-02-18,6,005930,A056,buy,56900.0,1707,14569.244999999999
simulation_20260610_173242,2025-02-18,6,005930,A065,buy,56900.0,194,1655.79
simulation_20260610_173242,2025-02-18,6,005930,INSTITUTIONAL,sell,56900.0,2607,22250.745
simulation_20260610_173242,2025-02-19,7,005930,A006,buy,58700.0,100,880.4999999999999
simulation_20260610_173242,2025-02-19,7,005930,A050,buy,58700.0,100,880.4999999999999
simulation_20260610_173242,2025-02-19,7,005930,A056,buy,58700.0,827,7281.735
simulation_20260610_173242,2025-02-19,7,005930,A065,buy,58700.0,94,827.67
simulation_20260610_173242,2025-02-19,7,005930,INSTITUTIONAL,sell,58700.0,1121,9870.404999999999
